MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
20,84.0,12615,6,7,1950,2001,0.0,477,0,725,2158,0,0,2158,1,0,2,0,4,1,1,576,0,29,39,0,0,0,0,6,2007,222452
60,97.0,10029,6,5,1988,1989,268.0,831,0,320,1164,896,0,2060,0,1,2,1,4,1,1,521,0,228,0,0,192,0,0,9,2007,211853
50,69.0,13650,5,5,1958,1958,0.0,57,441,554,1252,668,0,1920,1,0,2,0,4,1,1,451,0,0,0,0,0,0,0,7,2006,176571
20,63.0,17423,9,5,2008,2009,748.0,1904,0,312,2234,0,0,2234,1,0,2,0,1,1,1,1166,0,60,0,0,0,0,0,7,2009,469954
30,60.0,8520,5,6,1923,2006,0.0,0,0,968,968,0,0,968,0,0,1,0,2,1,0,480,0,0,184,0,0,0,0,7,2007,144113
160,69.0,2117,6,5,2000,2000,456.0,436,0,320,769,756,0,1525,0,0,2,1,3,1,1,440,0,0,0,0,0,0,0,6,2007,175511
70,54.0,7588,7,6,1920,1950,0.0,352,0,441,901,901,0,1802,0,0,1,1,4,1,1,216,0,0,40,0,0,0,0,7,2006,179804
20,60.0,9060,5,6,1957,2006,98.0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,1,252,116,0,0,180,0,0,0,6,2007,156584
50,63.0,11426,7,5,2003,2003,0.0,0,0,1362,1362,720,0,2082,0,0,2,1,3,1,0,484,280,238,0,0,0,0,0,6,2008,269964
50,92.0,7438,5,8,1908,1991,0.0,0,0,504,936,316,0,1252,0,0,1,0,3,1,0,576,104,0,0,0,0,0,0,6,2006,101419
75,90.0,22950,10,9,1892,1993,0.0,0,0,1107,1518,1518,572,3608,0,0,2,1,4,1,2,840,0,260,0,0,410,0,0,6,2006,424599
80,69.0,9947,7,5,1990,1991,0.0,611,0,577,1217,0,0,1217,1,0,2,0,3,1,0,497,168,27,0,0,0,0,0,6,2009,156246
50,60.0,10410,5,7,1916,1987,0.0,0,0,660,808,704,144,1656,0,0,2,1,3,1,0,180,0,0,0,140,0,0,0,8,2009,130492
90,64.0,7018,5,5,1979,1979,275.0,1086,0,0,1224,0,0,1224,2,0,0,2,2,2,2,528,120,0,0,0,0,0,0,6,2009,148265
120,41.0,4923,8,5,2001,2002,0.0,1153,0,440,1593,0,0,1593,1,0,1,1,0,1,1,682,0,120,0,0,224,0,0,8,2008,258836
70,70.0,10570,8,8,1932,1994,0.0,297,0,556,1549,1178,0,2727,0,0,2,1,3,1,2,440,0,74,0,0,0,0,0,12,2007,247175
60,69.0,7472,7,9,1972,2004,138.0,626,0,99,725,754,0,1479,1,0,1,1,4,1,0,484,0,32,0,0,0,0,0,6,2007,248582
20,68.0,9017,7,5,1999,1999,0.0,560,0,871,1431,0,0,1431,1,0,2,0,3,1,0,666,0,35,0,0,0,0,0,9,2009,207579
160,24.0,2522,7,5,2004,2004,50.0,0,0,970,970,739,0,1709,0,0,2,0,3,1,0,380,0,40,0,0,0,0,0,5,2006,166539
20,60.0,7180,5,7,1972,1972,0.0,390,0,474,864,0,0,864,0,0,1,0,3,1,0,352,0,0,0,0,0,0,0,5,2008,117957
160,24.0,2280,6,6,1976,1976,0.0,566,0,289,855,601,0,1456,0,0,2,1,3,1,1,440,87,0,0,0,0,0,0,7,2009,190689
20,79.0,9416,7,5,2007,2007,205.0,1126,0,600,1726,0,0,1726,1,0,2,0,3,1,1,786,171,138,0,0,266,0,0,9,2007,289667
75,174.0,25419,8,4,1918,1990,0.0,1036,184,140,1360,1360,392,3112,1,1,2,0,4,1,1,795,0,16,552,0,0,512,0,3,2006,267768
75,92.0,5520,6,6,1912,1950,0.0,0,0,755,929,929,371,2229,0,0,1,0,5,1,0,0,0,198,30,0,0,0,0,7,2009,109407
20,76.0,9591,8,5,2004,2005,262.0,1088,0,625,1713,0,0,1713,1,0,2,0,3,1,1,856,0,26,0,0,170,0,0,1,2009,284399
20,80.0,8546,4,5,2003,2004,0.0,0,0,1121,1121,0,0,1121,0,0,2,0,2,1,0,440,132,64,0,0,0,0,0,3,2010,134526
20,75.0,10125,6,6,1977,1977,0.0,641,279,276,1279,0,0,1279,0,1,2,0,3,1,2,473,238,83,0,0,0,0,0,2,2008,274083
50,50.0,7000,6,6,1924,1950,0.0,617,0,0,865,445,0,1310,0,0,2,0,2,1,0,398,0,0,126,0,0,0,0,5,2006,128147
120,69.0,4438,6,5,2004,2004,205.0,662,0,186,848,0,0,848,1,0,1,0,1,1,1,420,149,0,0,0,0,0,0,1,2008,159328
50,50.0,3500,5,7,1947,1950,0.0,312,0,408,720,564,0,1284,0,0,1,1,2,1,0,240,0,35,0,0,0,0,0,4,2009,94696
20,99.0,11851,7,5,1990,1990,0.0,0,0,1424,1442,0,0,1442,0,0,2,0,3,1,0,500,0,34,0,508,0,0,0,5,2009,293822
20,40.0,13673,5,5,1962,1962,0.0,0,0,1140,1696,0,0,1696,0,0,1,1,3,1,1,349,0,30,0,0,0,0,0,3,2007,172461
20,69.0,12493,4,5,1960,1960,0.0,419,306,375,1100,0,0,1100,1,0,1,0,3,1,1,312,355,0,0,0,0,0,0,4,2008,148494
60,69.0,14364,7,5,1988,1989,128.0,1065,0,92,1180,882,0,2062,1,0,2,1,3,1,1,454,60,55,0,0,154,0,0,4,2007,275548
20,75.0,8250,6,7,1964,1964,260.0,787,0,305,1092,0,0,1092,1,0,1,0,3,1,0,504,0,0,0,0,0,0,0,7,2008,162648
30,67.0,5604,5,6,1925,1950,0.0,468,0,396,864,0,0,864,1,0,1,0,2,1,0,0,0,0,96,0,0,0,0,4,2008,83527
20,83.0,10420,6,5,2009,2009,0.0,36,0,1176,1212,0,0,1212,0,0,2,0,3,1,0,460,100,22,0,0,0,0,0,3,2010,163605
60,72.0,8640,7,5,2009,2009,0.0,822,0,78,932,920,0,1852,1,0,2,1,3,1,1,644,168,108,0,0,0,0,0,7,2009,222164
20,43.0,13568,5,5,1995,1995,0.0,716,0,274,990,0,0,990,0,1,1,0,3,1,0,576,224,0,0,0,0,0,0,7,2006,141347
60,69.0,10900,6,7,1977,1977,153.0,378,0,311,689,703,0,1392,0,0,1,1,3,1,0,299,0,36,0,0,0,0,450,3,2010,140593
20,72.0,10011,5,6,1957,1996,64.0,360,0,710,1236,0,0,1236,0,1,1,0,2,1,1,447,0,0,0,0,0,0,0,5,2006,124441
20,65.0,8450,7,5,2004,2004,266.0,946,0,490,1436,0,0,1436,1,0,2,0,3,1,0,484,139,98,0,0,0,0,0,4,2008,232801
70,57.0,9906,4,4,1925,1950,0.0,0,0,686,810,518,0,1328,0,0,1,0,3,1,0,210,0,172,60,0,0,0,0,9,2006,106795
50,69.0,15660,7,9,1939,2006,312.0,341,0,457,1137,817,0,1954,0,1,1,1,3,1,2,431,0,119,150,0,0,0,0,5,2008,241445
120,43.0,3010,7,5,2005,2006,16.0,16,0,1232,1248,0,0,1248,0,0,2,0,2,1,0,438,108,0,0,0,0,0,0,3,2006,124868
20,73.0,8990,7,5,2006,2006,0.0,0,0,1498,1498,0,0,1498,0,0,2,0,2,1,0,675,351,33,0,0,0,0,0,4,2006,222079
60,69.0,8068,6,5,2002,2002,0.0,0,0,1010,1010,1257,0,2267,0,0,2,1,4,1,1,390,120,46,0,0,0,0,0,12,2009,168833
60,85.0,11475,6,6,1975,1975,0.0,550,0,163,811,741,0,1552,1,0,2,1,3,1,1,434,209,208,0,0,0,0,0,2,2006,182637
20,70.0,10500,4,6,1971,1971,0.0,524,180,160,864,0,0,864,0,0,1,0,2,1,0,576,216,0,0,0,0,0,0,3,2009,130466
20,103.0,13472,10,5,2003,2003,922.0,56,0,2336,2392,0,0,2392,0,0,2,0,3,1,1,968,248,105,0,0,0,0,0,6,2009,320047
160,21.0,1680,5,5,1971,1971,142.0,0,0,630,630,672,0,1302,0,0,2,1,3,1,0,280,0,0,0,0,0,0,0,5,2009,129220
60,82.0,9950,7,5,1995,1995,290.0,565,0,638,1214,1306,0,2520,0,0,2,1,4,1,1,721,224,114,0,0,0,0,0,6,2007,235909
160,21.0,1869,6,6,1970,1970,127.0,321,0,162,483,504,0,987,0,0,1,1,2,1,0,280,0,0,0,0,0,0,0,9,2008,140473
20,70.0,8521,5,5,1967,1967,0.0,842,0,70,912,0,0,912,0,0,1,0,3,1,1,336,0,0,0,0,0,0,0,5,2010,131165
120,43.0,3182,7,5,2005,2006,16.0,16,0,1357,1555,0,0,1555,0,0,2,0,2,1,1,430,143,20,0,0,0,0,0,5,2009,259241
20,73.0,8760,6,6,1959,1959,220.0,0,0,1194,1194,0,0,1194,1,0,1,0,3,1,0,312,0,0,120,0,0,0,0,4,2010,165420
60,174.0,15138,8,5,1995,1996,506.0,689,0,773,1490,1304,0,2794,1,0,2,1,4,1,1,810,0,146,202,0,0,0,0,7,2009,321759
160,21.0,1680,6,5,1972,1972,297.0,0,0,483,483,504,0,987,0,0,1,1,2,1,1,288,0,0,0,0,0,0,0,6,2006,143357
20,75.0,10650,5,6,1976,1976,0.0,182,712,0,894,0,0,894,1,0,1,0,3,1,0,308,365,0,0,0,0,0,0,2,2010,116782
60,69.0,7851,6,5,2002,2002,0.0,625,0,235,860,1100,0,1960,1,0,2,1,4,1,2,440,288,48,0,0,0,0,0,5,2010,241967
160,21.0,1680,6,3,1971,1971,604.0,358,0,125,483,504,0,987,0,0,1,1,2,1,0,264,0,0,0,0,0,0,0,8,2008,67551
20,65.0,8773,7,5,2004,2004,98.0,24,0,1390,1414,0,0,1414,0,0,2,0,3,1,0,494,132,105,0,0,0,0,0,5,2010,203896
60,69.0,9453,7,7,1993,2003,0.0,402,0,594,1014,730,0,1744,0,0,2,1,3,1,0,457,370,70,0,238,0,0,0,2,2010,192758
20,93.0,12030,8,5,2007,2007,254.0,0,0,1694,1694,0,0,1694,0,0,2,0,3,1,0,818,168,228,0,0,0,0,0,12,2007,233113
50,52.0,8741,6,4,1945,1950,0.0,94,0,641,798,689,0,1487,0,0,1,1,3,1,1,220,0,140,0,0,0,0,0,4,2010,125725
20,75.0,9000,8,5,2008,2008,36.0,1078,0,488,1566,0,0,1566,1,0,2,0,3,1,0,750,144,168,0,0,0,0,0,4,2010,241821
30,40.0,3880,5,9,1945,1997,0.0,329,0,357,866,0,0,866,0,0,1,0,2,1,0,0,58,42,0,0,0,0,0,8,2007,118463
50,63.0,5000,5,4,1900,1950,0.0,0,0,540,889,551,0,1440,0,0,1,0,3,1,0,352,0,0,77,0,0,0,0,4,2006,91073
160,75.0,10762,6,6,1980,1980,0.0,0,0,626,626,591,0,1217,0,0,1,1,3,1,1,288,0,28,0,0,0,0,0,4,2009,108115
60,69.0,8880,7,5,1994,2002,0.0,695,0,253,1222,888,0,2110,1,0,2,1,3,1,2,463,0,130,0,0,0,0,0,5,2010,189313
20,80.0,10400,7,5,1988,1988,102.0,929,0,916,1872,0,0,1872,0,1,2,0,3,1,1,604,197,39,0,0,0,0,0,6,2006,267190
190,69.0,9142,6,8,1910,1950,0.0,0,0,1020,908,1020,0,1928,0,0,2,0,4,2,0,440,0,60,112,0,0,0,0,4,2006,156982
20,75.0,11310,6,5,1954,1954,0.0,0,0,1367,1375,0,0,1375,0,0,1,0,2,1,1,451,0,30,0,0,0,0,0,6,2006,146161
60,72.0,11317,7,5,2003,2003,101.0,0,0,840,840,828,0,1668,0,0,2,1,3,1,0,500,144,68,0,0,0,0,0,9,2007,196078
50,69.0,159000,6,7,1958,2006,472.0,697,0,747,1444,700,0,2144,0,1,2,0,4,1,2,389,0,98,0,0,0,0,500,6,2007,281177
30,55.0,5350,3,2,1940,1966,0.0,0,0,728,1306,0,0,1306,0,0,1,0,3,1,0,0,263,0,0,0,0,0,450,5,2010,60442
120,44.0,4750,8,5,2006,2007,481.0,1573,0,0,1625,0,0,1625,1,1,2,0,2,1,1,538,123,0,0,0,153,0,0,12,2007,248232
60,65.0,8366,6,5,2004,2004,0.0,0,0,798,798,842,0,1640,0,0,2,1,3,1,0,520,138,45,0,0,0,0,0,12,2008,149971
80,85.0,9350,6,7,1964,1991,108.0,270,580,452,1302,0,0,1302,0,1,2,0,3,1,0,309,333,0,0,0,0,0,0,10,2007,162557
20,70.0,8400,5,6,1957,1957,0.0,922,0,392,1314,0,0,1314,1,0,1,0,3,1,0,294,250,0,0,0,0,0,0,6,2010,124213
60,66.0,8738,7,5,1999,1999,302.0,0,0,975,1005,1286,0,2291,0,0,2,1,4,1,1,429,192,0,0,0,0,0,0,2,2006,213812
60,64.0,8791,6,5,2003,2003,0.0,503,0,361,864,864,0,1728,0,0,2,1,3,1,0,673,216,56,0,0,0,0,0,5,2008,206504
20,68.0,8814,7,5,2006,2006,180.0,1334,0,270,1604,0,0,1604,1,0,2,1,3,1,1,660,123,110,0,0,0,0,0,3,2009,224379
60,80.0,12435,7,5,2001,2001,172.0,361,0,602,963,829,0,1792,0,0,2,1,3,1,1,564,0,96,0,245,0,0,0,5,2008,216945
20,70.0,12702,5,5,1956,1956,0.0,0,0,0,882,0,0,882,0,0,1,0,2,1,0,308,0,45,0,0,0,0,0,12,2008,75316
80,120.0,19296,6,5,1962,1962,399.0,672,690,0,1382,0,0,1382,1,0,1,0,3,1,1,884,0,0,252,0,0,0,0,5,2009,195877
60,69.0,9588,8,5,2007,2007,270.0,0,0,1482,1482,1092,0,2574,0,0,2,1,3,1,1,868,0,148,0,0,0,0,0,11,2007,363903
80,88.0,8471,6,7,1977,1995,46.0,506,0,0,1212,0,0,1212,1,0,1,0,3,1,1,492,292,12,0,0,0,0,0,7,2006,161553
50,50.0,5500,5,7,1929,2001,0.0,234,692,0,926,0,390,1316,1,0,1,0,3,1,0,484,0,0,0,0,0,0,0,4,2010,117606
30,30.0,5232,5,5,1925,2004,0.0,0,0,680,764,0,0,764,0,0,1,0,2,1,0,504,0,0,0,0,0,0,0,6,2008,89677
20,78.0,12090,6,6,1981,1981,210.0,588,228,606,1422,0,0,1422,0,0,2,0,3,1,1,576,276,0,0,0,0,0,0,6,2008,219696
60,70.0,11207,6,5,1997,1997,0.0,714,0,88,802,709,0,1511,1,0,2,1,3,1,1,413,95,75,0,0,0,0,0,6,2006,194495
75,60.0,8400,5,8,1939,1997,0.0,378,0,342,1052,720,420,2192,0,0,2,1,4,1,1,240,262,24,0,0,0,0,0,7,2008,158011
30,71.0,6900,5,6,1940,1955,0.0,403,125,212,778,0,0,778,0,0,1,0,2,1,1,924,0,25,0,0,0,0,0,2,2008,114441
20,69.0,7917,6,7,1976,1976,174.0,751,0,392,1113,0,0,1113,1,0,1,1,3,1,1,504,370,30,0,0,0,0,0,5,2007,195129
60,84.0,10728,8,5,2006,2006,0.0,0,0,1095,1095,844,0,1939,0,0,2,1,3,1,1,1053,192,51,0,0,0,0,0,8,2006,284868
20,73.0,39104,7,7,1954,2005,0.0,226,1063,96,1363,0,0,1363,1,0,1,0,2,1,2,439,81,0,0,0,0,0,0,4,2008,174282
60,92.0,11764,8,7,1999,2007,348.0,524,0,628,1164,1106,0,2270,0,0,2,1,4,1,1,671,132,57,0,0,0,0,0,4,2010,338674
20,80.0,9600,6,6,1958,1988,183.0,620,620,0,1632,0,0,1632,1,0,2,0,3,1,1,338,289,0,0,0,0,0,0,4,2009,165608
20,76.0,8314,5,7,1982,1982,0.0,546,0,270,816,0,0,816,0,0,1,0,2,1,0,264,168,0,0,0,0,0,0,6,2007,129344
50,55.0,7264,7,7,1925,2007,0.0,0,0,952,952,596,0,1548,0,0,2,1,3,1,0,672,74,0,0,0,144,0,0,10,2009,194374
20,129.0,9196,7,5,2003,2003,0.0,0,0,1560,1560,0,0,1560,0,0,2,0,3,1,0,573,100,150,0,0,0,0,0,4,2010,218968
20,140.0,19138,4,5,1951,1951,0.0,120,0,744,864,0,0,864,0,0,1,0,2,1,0,400,0,0,0,0,0,0,0,6,2010,111480
20,107.0,14450,9,5,2006,2007,315.0,0,0,2121,2121,0,0,2121,0,0,2,1,3,1,1,732,124,98,0,0,142,0,0,5,2007,363204
60,83.0,10005,7,5,1977,1977,299.0,392,0,768,1156,866,0,2022,0,0,2,1,4,1,1,505,288,117,0,0,0,0,0,3,2008,235117
60,82.0,11287,7,6,1989,1989,340.0,421,0,386,1175,807,0,1982,0,0,2,1,3,1,1,575,0,84,0,196,0,0,0,1,2007,246470
20,60.0,7200,6,5,2006,2006,68.0,905,0,357,1262,0,0,1262,0,0,2,0,2,1,0,572,0,120,0,0,0,0,0,5,2006,249125
120,34.0,5063,7,5,2007,2008,166.0,904,0,410,1314,0,0,1314,1,0,2,0,2,1,1,626,172,62,0,0,0,0,0,4,2009,166244
20,74.0,9612,8,5,2008,2009,72.0,0,0,1468,1468,0,0,1468,0,0,2,0,3,1,1,898,210,150,0,0,0,0,0,12,2009,324544
120,50.0,8012,6,5,1992,1992,0.0,430,0,1145,1575,0,0,1575,1,0,2,0,2,1,0,529,0,0,52,0,0,0,0,7,2007,209471
160,35.0,4251,7,5,2006,2007,0.0,0,0,625,625,625,0,1250,0,0,2,1,2,1,0,528,0,54,0,0,0,0,0,6,2007,194131
50,77.0,9786,6,7,1962,1981,0.0,600,0,312,1085,649,0,1734,0,0,1,1,3,1,1,440,0,0,0,0,128,0,0,6,2006,175725
20,69.0,8125,4,4,1971,1971,0.0,614,0,244,858,0,0,858,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,6,2006,103135
20,69.0,9819,5,5,1967,1967,31.0,450,0,432,900,0,0,900,0,0,1,0,3,1,0,280,0,0,0,0,0,0,0,2,2010,103568
70,60.0,8730,6,7,1915,2003,0.0,0,0,698,698,698,0,1396,0,0,1,0,3,1,0,384,0,0,0,0,259,0,0,7,2007,127653
60,120.0,15611,8,5,2006,2006,0.0,0,0,1079,1079,840,0,1919,0,0,2,1,3,1,1,685,0,51,0,0,0,0,0,7,2006,326856
190,55.0,5687,5,6,1912,2000,0.0,210,0,570,936,780,0,1716,1,0,2,0,6,1,0,0,0,184,0,0,0,0,0,3,2008,118875
50,60.0,11409,5,4,1949,2008,0.0,292,0,476,1148,568,0,1716,0,0,1,1,3,1,1,281,0,0,0,0,160,0,0,1,2009,169506
60,69.0,16659,7,7,1977,1994,34.0,795,0,0,1468,795,0,2263,1,0,2,1,3,1,1,539,0,250,0,0,0,0,0,3,2006,292628
20,80.0,9600,6,5,1953,1953,238.0,1285,0,131,1644,0,0,1644,1,0,1,0,3,1,2,418,110,0,0,0,0,0,0,10,2009,126440
80,37.0,7937,6,6,1984,1984,0.0,819,0,184,1003,0,0,1003,1,0,1,0,3,1,0,588,120,0,0,0,0,0,0,3,2006,178758
50,75.0,13710,5,5,1950,1950,0.0,420,0,490,910,648,0,1558,0,0,1,1,4,1,0,282,289,0,0,0,0,0,0,6,2007,122825
60,66.0,7399,7,5,1997,1998,1600.0,649,0,326,975,975,0,1950,0,0,2,1,3,1,1,576,0,10,0,0,198,0,0,6,2007,202394
60,90.0,11700,6,6,1968,1968,365.0,384,175,143,1041,702,0,1743,0,1,1,2,3,1,1,539,224,0,0,0,0,0,0,6,2007,147592
20,80.0,14000,6,8,1950,2004,0.0,0,0,1092,1152,0,0,1152,0,1,1,0,3,1,1,300,0,36,0,0,0,0,0,8,2009,145691
190,90.0,15750,5,5,1953,1953,56.0,841,0,324,1336,0,0,1336,1,0,1,0,2,1,2,375,0,0,0,0,0,0,0,6,2006,122312
60,66.0,16226,8,5,1998,1999,0.0,281,0,747,1210,1242,0,2452,0,0,2,1,4,1,1,683,208,50,0,0,0,0,0,5,2007,246782
20,118.0,13704,7,5,2001,2002,150.0,0,0,1541,1541,0,0,1541,0,0,2,0,3,1,1,843,468,81,0,0,0,0,0,1,2006,182227
20,70.0,9800,5,7,1972,1972,0.0,894,0,0,894,0,0,894,1,0,1,0,3,1,0,552,256,0,0,0,0,0,0,7,2006,115969
75,87.0,18386,7,9,1880,2002,0.0,0,0,1470,1675,1818,0,3493,0,0,3,0,3,1,1,870,302,0,0,0,0,0,0,5,2008,241907
20,80.0,10386,8,5,2004,2005,246.0,1464,0,536,2000,0,0,2000,1,0,2,0,3,1,0,888,168,0,0,0,0,0,0,7,2007,292082
60,116.0,13474,7,5,1990,1991,246.0,700,0,0,1122,1121,0,2243,1,0,2,1,4,1,1,746,127,44,224,0,0,0,0,6,2007,202696
50,69.0,7920,6,7,1920,1950,0.0,0,0,319,1035,371,0,1406,0,0,1,0,3,1,0,0,0,144,0,0,0,0,0,3,2008,112935
30,69.0,12342,4,5,1940,1950,0.0,262,0,599,861,0,0,861,0,0,1,0,1,1,0,539,158,0,0,0,0,0,0,3,2009,102873
20,90.0,12378,9,5,2003,2004,0.0,1274,0,622,1944,0,0,1944,1,0,2,0,3,1,3,708,208,175,0,0,0,0,0,11,2006,405621
60,69.0,7685,6,5,1993,1994,112.0,518,0,179,697,804,0,1501,0,0,2,1,3,1,1,420,190,63,0,0,0,0,0,5,2006,213001
20,50.0,8000,6,6,1948,2002,0.0,680,0,292,972,0,0,972,1,0,1,0,2,1,1,240,0,0,0,0,0,0,0,5,2009,147338
190,65.0,7800,5,7,1939,1950,0.0,507,0,286,793,325,0,1118,1,0,1,0,3,1,1,410,0,0,0,0,271,0,0,5,2006,135559
20,150.0,215245,7,5,1965,1965,0.0,1236,820,80,2036,0,0,2036,2,0,2,0,3,1,2,513,0,0,0,0,0,0,0,6,2009,359703
70,60.0,9600,7,7,1925,1990,0.0,16,0,712,832,809,0,1641,0,1,1,1,3,1,1,546,0,0,234,0,0,0,0,8,2006,148233
60,71.0,7795,7,5,2004,2005,0.0,425,0,291,716,716,0,1432,1,0,2,1,3,1,1,432,100,51,0,0,0,0,0,7,2009,163009
60,94.0,13005,7,7,1980,1980,278.0,692,0,153,1153,1200,0,2353,1,0,2,1,4,1,1,484,288,195,0,0,0,0,0,8,2009,260384
60,75.0,9000,8,5,2006,2006,0.0,0,0,1088,1088,871,0,1959,0,0,2,1,3,1,1,1025,208,46,0,0,0,0,0,12,2007,317565
60,90.0,9900,7,5,1993,1993,256.0,987,0,360,1372,1274,0,2646,1,0,2,1,4,1,1,656,340,60,144,0,0,0,0,4,2009,286791
80,69.0,14115,7,5,1980,1980,225.0,1036,0,336,1472,0,0,1472,1,0,2,0,3,1,2,588,233,48,0,0,0,0,0,6,2009,263598
60,111.0,16259,9,5,2006,2006,370.0,0,0,1249,1249,1347,0,2596,0,0,3,1,4,1,0,840,240,154,0,0,0,0,0,9,2006,419367
60,99.0,12099,8,5,2004,2004,388.0,970,0,166,1136,1332,0,2468,1,0,2,1,4,1,1,872,184,154,0,0,0,0,0,6,2007,441674
60,86.0,10380,7,5,1986,1987,172.0,28,1474,0,1553,1177,0,2730,1,0,2,1,4,1,1,576,201,96,0,0,0,0,0,8,2007,285890
20,49.0,5820,3,8,1955,2005,0.0,256,0,906,1163,0,0,1163,1,0,1,0,3,1,0,220,142,98,0,0,0,0,0,7,2006,125446
80,96.0,11275,7,7,1967,2007,300.0,0,0,710,1898,1080,0,2978,0,0,2,1,5,1,1,564,240,0,0,0,0,0,0,6,2010,268482
45,50.0,5000,5,6,1941,1950,0.0,116,0,604,803,0,0,803,0,0,1,0,2,1,0,360,0,0,244,0,0,0,0,12,2007,109616
120,32.0,10846,8,5,1993,1993,0.0,1619,0,100,1719,0,0,1719,2,0,1,1,1,1,2,473,122,30,0,0,0,0,0,5,2008,277586
20,80.0,11600,6,5,1960,1960,175.0,565,0,818,1383,0,0,1383,0,0,1,1,3,1,0,292,0,45,0,0,0,0,0,4,2006,124224
75,69.0,11888,6,6,1916,1994,0.0,0,0,844,1445,689,0,2134,0,0,2,0,5,1,0,441,0,60,268,0,0,0,0,7,2009,113153
70,60.0,6402,5,5,1920,1950,0.0,0,0,596,596,596,0,1192,0,0,1,0,3,1,0,189,0,0,137,0,0,0,0,7,2009,92262
90,69.0,10624,5,4,1964,1964,84.0,40,264,1424,1728,0,0,1728,0,1,2,0,6,2,0,352,155,0,0,0,0,0,0,11,2007,158595
20,70.0,8176,5,6,1958,1992,0.0,846,0,210,1056,0,0,1056,1,0,1,0,3,1,0,308,0,0,0,0,0,0,0,8,2007,123602
20,85.0,10655,8,5,2003,2004,296.0,1124,479,1603,1629,0,0,1629,1,0,2,0,3,1,1,880,0,0,0,0,0,0,0,10,2009,343266
120,59.0,8198,7,5,2004,2004,146.0,720,0,638,1358,0,0,1358,1,0,2,0,2,1,1,484,192,30,0,0,0,0,0,7,2008,152539
60,59.0,9042,6,5,1998,1998,0.0,828,0,115,943,695,0,1638,1,0,2,1,3,1,2,472,100,38,0,0,0,0,0,7,2008,254657
190,69.0,164660,5,6,1965,1965,0.0,1249,147,103,1619,167,0,1786,2,0,2,0,3,1,2,529,670,0,0,0,0,0,700,8,2008,241216
20,86.0,14157,9,5,2005,2006,200.0,1249,0,673,1922,0,0,1922,1,0,2,0,3,1,1,676,178,51,0,0,0,0,0,7,2007,457338
20,70.0,9135,7,5,2002,2003,113.0,810,0,726,1536,0,0,1536,1,0,2,0,3,1,0,532,192,74,0,0,0,0,0,12,2008,211320
20,91.0,14145,7,7,1984,1998,0.0,213,0,995,1621,0,0,1621,1,0,2,0,3,1,0,440,108,45,0,0,0,0,400,5,2006,247394
20,66.0,12400,6,7,1958,1998,176.0,585,0,630,1215,0,0,1215,0,0,1,0,3,1,0,297,0,0,0,0,234,0,0,6,2009,117905
60,85.0,14191,8,5,2002,2002,0.0,0,0,967,993,915,0,1908,0,0,2,1,4,1,0,431,135,0,0,0,0,0,0,4,2010,190444
20,60.0,8400,4,4,1950,1950,0.0,0,0,721,841,0,0,841,0,0,1,0,2,1,0,294,250,0,24,0,0,0,0,9,2009,74312
90,69.0,8544,3,4,1949,1950,340.0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,0,400,0,0,0,0,0,0,0,5,2006,81965
120,63.0,8849,9,5,2005,2005,616.0,28,0,1656,1684,0,0,1684,0,0,2,0,2,1,1,564,495,72,0,0,0,0,0,7,2008,259426
160,36.0,2592,5,3,1976,1976,0.0,129,232,175,536,576,0,1112,0,0,1,1,3,1,0,336,182,0,0,0,0,0,0,4,2010,77955
50,65.0,6435,6,5,1939,1950,0.0,0,0,972,972,605,0,1577,0,0,1,0,3,1,1,312,0,0,0,0,0,0,0,10,2006,139569
20,69.0,12772,6,8,1960,1998,0.0,498,0,460,958,0,0,958,0,0,1,0,2,1,0,301,0,0,0,0,0,0,15500,4,2007,143255
20,69.0,17600,6,5,1960,1960,30.0,1270,0,208,1478,0,0,1478,1,0,2,0,3,1,2,498,0,40,0,0,0,0,0,12,2009,209128
160,36.0,2448,7,5,2003,2004,106.0,573,0,191,764,862,0,1626,1,0,2,1,2,1,0,474,0,27,0,0,0,0,0,10,2008,226579
60,56.0,20431,9,5,2005,2006,870.0,1410,0,438,1848,880,0,2728,1,0,2,1,4,1,2,706,0,0,0,0,0,0,0,4,2006,434423
120,68.0,7820,9,5,2007,2007,362.0,0,0,1869,1869,0,0,1869,0,0,2,0,2,1,1,617,210,54,0,0,0,0,0,12,2007,314007
120,69.0,5271,7,5,1986,1986,0.0,1082,0,371,1453,0,0,1453,1,0,1,1,2,1,1,445,0,80,0,0,184,0,0,12,2006,182575
50,60.0,9084,5,6,1941,1950,0.0,236,380,0,616,495,0,1111,0,1,1,0,3,1,0,200,48,0,0,0,0,0,0,3,2008,98067
